question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
29616,296,count,How many buildings are there?,how-many,building,1885,201+,0.8541377186775208,0.75-0.89,201+,RSVQA Specialist v1,False,
29618,296,count,What is the number of forests?,number-of,forest,387,201+,0.19627825915813446,0.00-0.49,201+,RSVQA Specialist v1,False,
29621,296,comp,Are there less water areas than commercial buildings?,less-than,water vs building,yes,no,0.8169350624084473,0.75-0.89,n/a,RSVQA Specialist v1,False,
29622,296,count,What is the number of roads?,number-of,road,291,201+,0.9474653601646423,0.90-1.00,201+,RSVQA Specialist v1,False,
29627,296,count,How many commercial buildings are there?,how-many,building,102,18,0.0761198028922081,0.00-0.49,101-200,RSVQA Specialist v1,False,
29632,296,count,What is the amount of rectangular forests?,amount-of,forest,26,11,0.06776446104049683,0.00-0.49,21-50,RSVQA Specialist v1,False,
29633,296,count,How many water areas are there?,how-many,water,7,20,0.055217936635017395,0.00-0.49,6-10,RSVQA Specialist v1,False,
29634,296,count,What is the number of circular forests?,number-of,forest,3,0,0.7784337401390076,0.75-0.89,2-5,RSVQA Specialist v1,False,
29636,296,count,How many small water areas are there?,how-many,water,5,20,0.06120074540376663,0.00-0.49,2-5,RSVQA Specialist v1,False,
29639,296,count,How many square residential buildings are there?,how-many,building,1,0,0.8925016522407532,0.75-0.89,1,RSVQA Specialist v1,False,
29640,296,count,What is the number of grass areas in the image?,number-of,grassland,56,201+,0.09890414774417877,0.00-0.49,51-100,RSVQA Specialist v1,False,
29641,296,count,What is the amount of medium residential buildings?,amount-of,building,7,2,0.08935318887233734,0.00-0.49,6-10,RSVQA Specialist v1,False,
29648,296,comp,Are there more large roads than residential buildings?,more-than,road vs building,no,yes,0.8267579078674316,0.75-0.89,n/a,RSVQA Specialist v1,False,
29655,296,count,What is the amount of square buildings?,amount-of,building,1,0,0.9057773947715759,0.90-1.00,1,RSVQA Specialist v1,False,
29657,296,count,What is the amount of circular residential buildings in the image?,amount-of,building,1,0,0.8089573383331299,0.75-0.89,1,RSVQA Specialist v1,False,
29660,296,count,How many small commercial buildings are there?,how-many,building,86,14,0.09220489114522934,0.00-0.49,51-100,RSVQA Specialist v1,False,
29663,296,count,How many large forests are there?,how-many,forest,214,48,0.04438944533467293,0.00-0.49,201+,RSVQA Specialist v1,False,
29665,296,comp,Are there more roads than forests?,more-than,road vs forest,no,yes,0.9641016721725464,0.90-1.00,n/a,RSVQA Specialist v1,False,
29676,296,count,What is the amount of water areas at the bottom of a  road?,amount-of,water,7,11,0.0689879059791565,0.00-0.49,6-10,RSVQA Specialist v1,False,
29677,296,count,How many medium heaths are there?,how-many,scene,2,3,0.26934975385665894,0.00-0.49,2-5,RSVQA Specialist v1,False,
29679,296,count,How many small roads are there?,how-many,road,291,201+,0.9389906525611877,0.90-1.00,201+,RSVQA Specialist v1,False,
29682,296,count,What is the amount of medium water areas?,amount-of,water,2,1,0.3142080008983612,0.00-0.49,2-5,RSVQA Specialist v1,False,
29685,296,count,What is the amount of small forests?,amount-of,forest,68,66,0.06703699380159378,0.00-0.49,51-100,RSVQA Specialist v1,False,
29689,296,count,What is the number of rectangular water areas?,number-of,water,3,8,0.1259101778268814,0.00-0.49,2-5,RSVQA Specialist v1,False,
29690,296,comp,Are there less square commercial buildings on the right of a  commercial building than buildings in the image?,less-than,building vs building,yes,no,0.6669519543647766,0.50-0.74,n/a,RSVQA Specialist v1,False,
29698,296,comp,Are there more water areas than square forests?,more-than,water vs forest,yes,no,0.9039043188095093,0.90-1.00,n/a,RSVQA Specialist v1,False,
29699,296,count,How many rectangular residential buildings are there?,how-many,building,1026,201+,0.28852027654647827,0.00-0.49,201+,RSVQA Specialist v1,False,
29700,296,count,What is the number of large residential buildings in the image?,number-of,building,3,2,0.2708996832370758,0.00-0.49,2-5,RSVQA Specialist v1,False,
29702,296,count,How many small buildings on the right of a  large road are there?,how-many,building,0,201+,0.4562409222126007,0.00-0.49,0,RSVQA Specialist v1,False,
29705,296,count,What is the amount of small buildings?,amount-of,building,1858,201+,0.962459921836853,0.90-1.00,201+,RSVQA Specialist v1,False,
29707,296,presence,Is a square forest present in the image?,present,forest,yes,no,0.8814533352851868,0.75-0.89,n/a,RSVQA Specialist v1,False,
29713,297,count,What is the number of roads?,number-of,road,851,201+,0.9933565258979797,0.90-1.00,201+,RSVQA Specialist v1,False,
29714,297,count,What is the amount of buildings in the image?,amount-of,building,3958,201+,0.9969267249107361,0.90-1.00,201+,RSVQA Specialist v1,False,
29715,297,count,How many commercial buildings are there?,how-many,building,116,201+,0.17907749116420746,0.00-0.49,101-200,RSVQA Specialist v1,False,
29723,297,count,How many water areas are there?,how-many,water,51,201+,0.1024356335401535,0.00-0.49,51-100,RSVQA Specialist v1,False,
29724,297,count,How many residential buildings are there?,how-many,building,3480,201+,0.9975270628929138,0.90-1.00,201+,RSVQA Specialist v1,False,
29729,297,count,How many pitchs are there?,how-many,scene,122,9,0.25996682047843933,0.00-0.49,101-200,RSVQA Specialist v1,False,
29730,297,count,What is the number of rectangular residential buildings?,number-of,building,1560,201+,0.9979002475738525,0.90-1.00,201+,RSVQA Specialist v1,False,
29732,297,count,What is the amount of farmlands?,amount-of,agriculture,27,14,0.04650315269827843,0.00-0.49,21-50,RSVQA Specialist v1,False,
29737,297,count,How many grass areas are there?,how-many,grassland,288,201+,0.9203320741653442,0.90-1.00,201+,RSVQA Specialist v1,False,
29752,297,presence,Is a circular water area present?,present,water,no,yes,0.6458274126052856,0.50-0.74,n/a,RSVQA Specialist v1,False,
29754,297,count,What is the amount of circular grass areas?,amount-of,grassland,3,1,0.49472612142562866,0.00-0.49,2-5,RSVQA Specialist v1,False,
29755,297,count,What is the number of parkings?,number-of,scene,31,17,0.15394097566604614,0.00-0.49,21-50,RSVQA Specialist v1,False,
29756,297,comp,Are there more industrials than roads?,more-than,road,no,yes,0.5942826271057129,0.50-0.74,n/a,RSVQA Specialist v1,False,
29757,297,count,What is the amount of large residential buildings?,amount-of,building,10,6,0.4199140667915344,0.00-0.49,6-10,RSVQA Specialist v1,False,
29760,297,count,How many rectangular grass areas are there?,how-many,grassland,50,28,0.06934775412082672,0.00-0.49,21-50,RSVQA Specialist v1,False,
29768,297,count,What is the number of small water areas?,number-of,water,14,28,0.06340797990560532,0.00-0.49,11-20,RSVQA Specialist v1,False,
29770,297,count,What is the amount of forests?,amount-of,forest,34,93,0.03334690257906914,0.00-0.49,21-50,RSVQA Specialist v1,False,
29776,297,comp,Are there more commercial buildings than water areas?,more-than,building vs water,yes,no,0.5520196557044983,0.50-0.74,n/a,RSVQA Specialist v1,False,
29778,297,count,What is the number of medium grass areas?,number-of,grassland,59,28,0.0426548570394516,0.00-0.49,51-100,RSVQA Specialist v1,False,
29781,297,count,What is the number of square commercial buildings?,number-of,building,410,0,0.9193354845046997,0.90-1.00,201+,RSVQA Specialist v1,False,
29783,297,comp,Are there less water areas than pitchs?,less-than,water,no,yes,0.8213928937911987,0.75-0.89,n/a,RSVQA Specialist v1,False,
29787,297,count,How many industrials are there?,how-many,scene,8,3,0.4160423278808594,0.00-0.49,6-10,RSVQA Specialist v1,False,
29792,297,count,How many square woods are there?,how-many,forest,1,0,0.5723816752433777,0.50-0.74,1,RSVQA Specialist v1,False,
29794,297,count,How many woods are there?,how-many,forest,11,3,0.05751238763332367,0.00-0.49,11-20,RSVQA Specialist v1,False,
29797,297,comp,Are there more medium buildings than grass areas?,more-than,building vs grassland,no,yes,0.5773662328720093,0.50-0.74,n/a,RSVQA Specialist v1,False,
29799,297,count,What is the amount of medium water areas?,amount-of,water,18,19,0.06833119690418243,0.00-0.49,11-20,RSVQA Specialist v1,False,
29803,297,count,How many scrubs are there?,how-many,scrub,26,201+,0.19202107191085815,0.00-0.49,21-50,RSVQA Specialist v1,False,
29804,297,count,What is the number of small residential buildings?,number-of,building,3428,201+,0.9978371262550354,0.90-1.00,201+,RSVQA Specialist v1,False,
29806,297,count,How many large commercial buildings are there in the image?,how-many,building,13,6,0.1061747819185257,0.00-0.49,11-20,RSVQA Specialist v1,False,
29809,297,count,What is the amount of railways?,amount-of,scene,3,1,0.2638836205005646,0.00-0.49,2-5,RSVQA Specialist v1,False,
29812,298,count,How many rectangular commercial buildings are there?,how-many,building,2,0,0.8818474411964417,0.75-0.89,2-5,RSVQA Specialist v1,False,
29813,298,count,What is the number of grass areas?,number-of,grassland,95,30,0.05315904691815376,0.00-0.49,51-100,RSVQA Specialist v1,False,
29814,298,count,What is the amount of residential buildings?,amount-of,building,82,4,0.11966119706630707,0.00-0.49,51-100,RSVQA Specialist v1,False,
29816,298,count,How many buildings are there?,how-many,building,85,201+,0.4291747808456421,0.00-0.49,51-100,RSVQA Specialist v1,False,
29820,298,comp,Are there less buildings than water areas?,less-than,building vs water,yes,no,0.987467348575592,0.90-1.00,n/a,RSVQA Specialist v1,False,
29823,298,count,What is the number of commercial buildings?,number-of,building,3,0,0.5678223371505737,0.50-0.74,2-5,RSVQA Specialist v1,False,
29824,298,presence,Is there a commercial building?,is-there,building,yes,no,0.6580672860145569,0.50-0.74,n/a,RSVQA Specialist v1,False,
29825,298,count,What is the number of roads?,number-of,road,51,71,0.05812205374240875,0.00-0.49,51-100,RSVQA Specialist v1,False,
29827,298,count,What is the number of forests?,number-of,forest,11,4,0.14706572890281677,0.00-0.49,11-20,RSVQA Specialist v1,False,
29828,298,count,What is the amount of commercial buildings on the right of a  road?,amount-of,building,3,0,0.5582062005996704,0.50-0.74,2-5,RSVQA Specialist v1,False,
29829,298,comp,Are there more residential buildings than large parkings?,more-than,building,yes,no,0.8026620745658875,0.75-0.89,n/a,RSVQA Specialist v1,False,
29831,298,count,How many water areas are there?,how-many,water,89,15,0.07049363851547241,0.00-0.49,51-100,RSVQA Specialist v1,False,
29832,298,comp,Are there less buildings than grass areas in the image?,less-than,building vs grassland,yes,no,0.8676748275756836,0.75-0.89,n/a,RSVQA Specialist v1,False,
29834,298,comp,Are there less roads than water areas?,less-than,road vs water,yes,no,0.9739366769790649,0.90-1.00,n/a,RSVQA Specialist v1,False,
29838,298,count,What is the amount of small grass areas on the left of a  commercial building in the image?,amount-of,grassland,12,29,0.045788466930389404,0.00-0.49,11-20,RSVQA Specialist v1,False,
29840,298,presence,Is a commercial building on the right of a  pitch present?,present,building,yes,no,0.9419043064117432,0.90-1.00,n/a,RSVQA Specialist v1,False,
29841,298,count,What is the number of medium residential buildings in the image?,number-of,building,1,0,0.8823193311691284,0.75-0.89,1,RSVQA Specialist v1,False,
29843,298,comp,Are there less grass areas than buildings?,less-than,grassland vs building,no,yes,0.7382762432098389,0.50-0.74,n/a,RSVQA Specialist v1,False,
29844,298,comp,Are there more residential buildings than roads in the image?,more-than,building vs road,yes,no,0.7870213389396667,0.75-0.89,n/a,RSVQA Specialist v1,False,
29845,298,count,How many small buildings are there?,how-many,building,84,201+,0.5272405743598938,0.50-0.74,51-100,RSVQA Specialist v1,False,
29852,298,presence,Is a square water area present in the image?,present,water,no,yes,0.8736341595649719,0.75-0.89,n/a,RSVQA Specialist v1,False,
29853,298,count,What is the amount of small residential buildings?,amount-of,building,81,4,0.12605713307857513,0.00-0.49,51-100,RSVQA Specialist v1,False,
29854,298,presence,Is there a circular water area?,is-there,water,no,yes,0.9942862391471863,0.90-1.00,n/a,RSVQA Specialist v1,False,
29863,298,presence,Is there a circular building?,is-there,building,no,yes,0.5577375888824463,0.50-0.74,n/a,RSVQA Specialist v1,False,
29866,298,count,What is the amount of pitchs?,amount-of,scene,7,1,0.5759516358375549,0.50-0.74,6-10,RSVQA Specialist v1,False,
29867,298,comp,Are there more residential buildings than water areas?,more-than,building vs water,no,yes,0.9093632102012634,0.90-1.00,n/a,RSVQA Specialist v1,False,
29869,298,presence,Is a rectangular farmyard present?,present,scene,no,yes,0.9445670247077942,0.90-1.00,n/a,RSVQA Specialist v1,False,
29870,298,comp,Are there more residential buildings than forests?,more-than,building vs forest,yes,no,0.8153129816055298,0.75-0.89,n/a,RSVQA Specialist v1,False,
29873,298,count,What is the number of small commercial buildings?,number-of,building,3,0,0.46959608793258667,0.00-0.49,2-5,RSVQA Specialist v1,False,
29875,298,count,What is the amount of water areas next to a  forest?,amount-of,water,89,15,0.08048990368843079,0.00-0.49,51-100,RSVQA Specialist v1,False,
29883,298,count,What is the amount of rectangular buildings?,amount-of,building,63,4,0.08262700587511063,0.00-0.49,51-100,RSVQA Specialist v1,False,
29886,298,comp,Are there more grass areas than buildings?,more-than,grassland vs building,yes,no,0.846764862537384,0.75-0.89,n/a,RSVQA Specialist v1,False,
29888,298,presence,Is a rectangular commercial building present?,present,building,yes,no,0.6808457374572754,0.50-0.74,n/a,RSVQA Specialist v1,False,
29889,298,comp,Are there less residential buildings than water areas?,less-than,building vs water,yes,no,0.8934847116470337,0.75-0.89,n/a,RSVQA Specialist v1,False,
29890,298,comp,Are there more residential buildings than pitchs?,more-than,building,yes,no,0.9460562467575073,0.90-1.00,n/a,RSVQA Specialist v1,False,
29892,298,comp,Are there more small residential buildings than grass areas?,more-than,building vs grassland,no,yes,0.5892342925071716,0.50-0.74,n/a,RSVQA Specialist v1,False,
